stn,wban,year,mo,da,temp,count_temp,dewp,count_dewp,slp,count_slp,stp,count_stp,visib,count_visib,wdsp,count_wdsp,mxpsd,gust,max,flag_max,min,flag_min,prcp,flag_prcp,sndp,fog,rain_drizzle,snow_ice_pellets,hail,thunder,tornado_funnel_cloud
725060,94728,2012,07,19,73.3,24,67.2,24,1013.2,19,1008.5,24,7.5,24,3.4,24,15.0,18.1,75.9,,68.0,,1.76,G,999.9,0,1,0,0,0,0
725060,94728,2012,09,02,75.4,24,65.9,24,1017.7,19,1013.0,24,9.8,24,3.2,24,11.1,999.9,80.1,*,62.1,*,0.0,G,999.9,0,0,0,0,0,0
725060,94728,2012,02,29,40.1,24,27.7,24,1024.2,19,1018.1,24,7.6,24,4.3,24,11.1,18.1,44.1,*,30.9,*,0.0,G,999.9,0,1,0,0,0,0
725060,94728,2012,04,21,61.6,24,54.8,24,1008.2,19,1004.3,24,7.8,24,4.2,24,13.0,22.0,70.0,*,51.1,*,0.0,G,999.9,1,0,0,0,0,0
725060,94728,2012,04,02,48.0,24,32.9,24,1006.4,19,1000.8,24,8.7,24,5.5,22,11.1,22.0,55.9,*,37.9,*,0.55,G,999.9,0,1,0,0,0,0
725060,94728,2012,07,30,73.1,24,65.1,24,1018.6,19,1013.8,24,10.0,24,2.2,22,8.9,999.9,79.0,*,64.9,*,0.01,G,999.9,0,0,0,0,0,0
725060,94728,2012,11,12,56.7,24,50.2,24,1029.8,20,1024.9,24,7.4,24,2.9,21,9.9,17.1,64.9,*,48.0,*,0.0,G,999.9,1,0,0,0,0,0
725060,94728,2012,07,26,78.0,24,62.4,24,1007.0,20,1002.4,24,8.9,24,4.3,23,13.0,29.9,87.1,*,66.9,*,0.0,G,999.9,1,1,0,0,0,0
725060,94728,2012,12,13,40.3,24,24.6,24,1029.8,20,1024.8,24,10.0,24,1.7,23,11.1,999.9,46.0,,32.0,,0.0,G,999.9,0,0,0,0,0,0
725060,94728,2012,04,20,60.9,24,46.1,24,1016.2,20,1010.9,24,10.0,24,3.6,20,11.1,17.1,69.1,*,46.9,*,0.04,G,999.9,0,0,0,0,0,0
